PID,BaseAddress,RegionSize,Protection
4924,0x16091000,0xf000,No Access
4924,0x160A1000,0xf000,No Access
4924,0x160B1000,0xf000,No Access
4924,0x160C1000,0xf000,No Access
4924,0x160D1000,0xf000,No Access
4924,0x160E1000,0xf000,No Access
4924,0x160F1000,0xf000,No Access
4924,0x16101000,0xf000,No Access
4924,0x16111000,0xf000,No Access
4924,0x16121000,0xf000,No Access
4924,0x16131000,0xf000,No Access
4924,0x16141000,0xf000,No Access
4924,0x16151000,0xf000,No Access
4924,0x16161000,0xf000,No Access
4924,0x16174000,0xc000,No Access
4924,0x16184000,0xc000,No Access
4924,0x161E3000,0xd000,No Access
4924,0x161FD000,0x3000,No Access
4924,0x16201000,0xf000,No Access
4924,0x16211000,0xf000,No Access
4924,0x16221000,0xf000,No Access
4924,0x16231000,0xf000,No Access
4924,0x16241000,0xf000,No Access
4924,0x16251000,0xf000,No Access
4924,0x16261000,0xf000,No Access
4924,0x16271000,0xf000,No Access
4924,0x16281000,0xf000,No Access
4924,0x16291000,0xf000,No Access
4924,0x162A1000,0xf000,No Access
4924,0x162B1000,0xf000,No Access
4924,0x162C1000,0xf000,No Access
4924,0x162D1000,0xf000,No Access
4924,0x162E1000,0xf000,No Access
4924,0x162F1000,0xf000,No Access
4924,0x16301000,0xf000,No Access
4924,0x16311000,0xf000,No Access
4924,0x16321000,0xf000,No Access
4924,0x16331000,0xf000,No Access
4924,0x16341000,0xf000,No Access
4924,0x16351000,0xf000,No Access
4924,0x16361000,0xf000,No Access
4924,0x16371000,0xf000,No Access
4924,0x16381000,0xf000,No Access
4924,0x16391000,0xf000,No Access
4924,0x163A1000,0xf000,No Access
4924,0x163B1000,0xf000,No Access
4924,0x163C1000,0xf000,No Access
4924,0x163D1000,0xf000,No Access
4924,0x163E1000,0xf000,No Access
4924,0x163F1000,0xf000,No Access
4924,0x16401000,0xf000,No Access
4924,0x16411000,0xf000,No Access
4924,0x16421000,0xf000,No Access
4924,0x16431000,0xf000,No Access
4924,0x16781000,0xf000,No Access
4924,0x16791000,0x8f000,No Access
4924,0x16824000,0xc000,No Access
4924,0x16831000,0xf000,No Access
4924,0x16841000,0xf000,No Access
4924,0x16851000,0xf000,No Access
4924,0x16861000,0xf000,No Access
4924,0x16871000,0xf000,No Access
4924,0x16881000,0xf000,No Access
4924,0x16891000,0xf000,No Access
4924,0x16921000,0xf000,No Access
4924,0x16931000,0x8f000,No Access
4924,0x169C8000,0x8000,No Access
4924,0x16A34000,0xc000,No Access
4924,0x17B90000,0x10000,No Access
4924,0x17BA1000,0x9f000,No Access
4924,0x17C81000,0x1f000,No Access
4924,0x17CA2000,0xae000,No Access
4924,0x17D51000,0xf000,No Access
4924,0x17D68000,0x8000,No Access
4924,0x17DB1000,0xf000,No Access
4924,0x17DC2000,0x1e000,No Access
4924,0x17DE1000,0xf000,No Access
4924,0x17F47000,0x9000,No Access
4924,0x17F85000,0x1b000,No Access
4924,0x17FB0000,0x100000,No Access
4924,0x18370000,0x30000,No Access
4924,0x183A1000,0xf000,No Access
4924,0x183B1000,0xf000,No Access
4924,0x183C1000,0xf000,No Access
4924,0x183D1000,0xf000,No Access
4924,0x183F1000,0x1f000,No Access
4924,0x18421000,0xf000,No Access
4924,0x18431000,0xf000,No Access
4924,0x18441000,0xf000,No Access
4924,0x18451000,0xf000,No Access
4924,0x18461000,0xf000,No Access
4924,0x18471000,0xf000,No Access
4924,0x18481000,0xf000,No Access
4924,0x18491000,0xf000,No Access
4924,0x184B1000,0xf000,No Access
4924,0x184C1000,0xf000,No Access
4924,0x18CD0000,0x580000,No Access
4924,0x192D0000,0x110000,No Access
4924,0x194E0000,0x30000,No Access
4924,0x1CB57000,0x9000,No Access
4924,0x1D86A000,0x6000,No Access
4924,0x1DCCE000,0x2000,No Access
4924,0x1F8FE000,0x582000,No Access
4924,0x1FEB3000,0xd000,No Access
4924,0x204F3000,0x14d000,No Access
4924,0x20940000,0x200000,No Access
4924,0x22187000,0x3c9000,No Access
4924,0x228D0000,0x280000,No Access
4924,0x22BD0000,0x280000,No Access
4924,0x240E0000,0x1c40000,No Access
4924,0x27367000,0x58c79000,No Access
4924,0x7FFE1000,0xa000,No Access
4924,0x7FFEC000,0x80004000,No Access
4988,0x00000000,0x7ffe0000,No Access
4988,0x7FFE1000,0xa000,No Access
4988,0x7FFEC000,0x80004000,No Access
4456,0x00000000,0x7ffe0000,No Access
4456,0x7FFE1000,0xa000,No Access
4456,0x7FFEC000,0x80004000,No Access
4460,0x00000000,0x7ffe0000,No Access
4460,0x7FFE1000,0xa000,No Access
4460,0x7FFEC000,0x80004000,No Access
4888,0x00000000,0x7ffe0000,No Access
4888,0x7FFE1000,0xa000,No Access
4888,0x7FFEC000,0x80004000,No Access
3404,0x00000000,0x7ffe0000,No Access
3404,0x7FFE1000,0xa000,No Access
3404,0x7FFEC000,0x80004000,No Access
5132,0x00000000,0x7ffe0000,No Access
5132,0x7FFE1000,0xa000,No Access
5132,0x7FFEC000,0x80004000,No Access
5264,0x00000000,0x7ffe0000,No Access
5264,0x7FFE1000,0xa000,No Access
5264,0x7FFEC000,0x80004000,No Access
5192,0x00000000,0x7ffe0000,No Access
5192,0x7FFE1000,0xa000,No Access
5192,0x7FFEC000,0x80004000,No Access
3400,0x00000000,0x7ffe0000,No Access
3400,0x7FFE1000,0xa000,No Access
3400,0x7FFEC000,0x80004000,No Access
5248,0x00000000,0x7ffe0000,No Access
5248,0x7FFE1000,0xa000,No Access
5248,0x7FFEC000,0x80004000,No Access
5840,0x00000000,0x7ffe0000,No Access
5840,0x7FFE1000,0xa000,No Access
5840,0x7FFEC000,0x80004000,No Access
6028,0x00000000,0x7ffe0000,No Access
6028,0x7FFE1000,0xa000,No Access
6028,0x7FFEC000,0x80004000,No Access
5972,0x00000000,0x7ffe0000,No Access
5972,0x7FFE1000,0xa000,No Access
5972,0x7FFEC000,0x80004000,No Access
3916,0x00000000,0x7ffe0000,No Access
3916,0x7FFE1000,0xa000,No Access
3916,0x7FFEC000,0x80004000,No Access
5288,0x00000000,0x7ffe0000,No Access
5288,0x7FFE1000,0xa000,No Access
5288,0x7FFEC000,0x80004000,No Access
6328,0x00000000,0x7ffe0000,No Access
6328,0x7FFE1000,0xa000,No Access
6328,0x7FFEC000,0x80004000,No Access
6928,0x00000000,0x7ffe0000,No Access
6928,0x7FFE1000,0xa000,No Access
6928,0x7FFEC000,0x80004000,No Access
6064,0x00000000,0x7ffe0000,No Access
6064,0x7FFE1000,0xa000,No Access
6064,0x7FFEC000,0x80004000,No Access
6684,0x00000000,0x7ffe0000,No Access
6684,0x7FFE1000,0xa000,No Access
6684,0x7FFEC000,0x80004000,No Access
7232,0x00000000,0x7ffe0000,No Access
7232,0x7FFE1000,0xa000,No Access
7232,0x7FFEC000,0x80004000,No Access
7652,0x00000000,0x7ffe0000,No Access
7652,0x7FFE1000,0xa000,No Access
7652,0x7FFEC000,0x80004000,No Access
7800,0x00000000,0x7ffe0000,No Access
7800,0x7FFE1000,0xa000,No Access
7800,0x7FFEC000,0x80004000,No Access
8124,0x00000000,0x7ffe0000,No Access
8124,0x7FFE1000,0xa000,No Access
8124,0x7FFEC000,0x80004000,No Access
8616,0x00000000,0x7ffe0000,No Access
8616,0x7FFE1000,0xa000,No Access
8616,0x7FFEC000,0x80004000,No Access
8968,0x00000000,0x7ffe0000,No Access
8968,0x7FFE1000,0xa000,No Access
8968,0x7FFEC000,0x80004000,No Access
5412,0x00000000,0x7ffe0000,No Access
5412,0x7FFE1000,0xa000,No Access
5412,0x7FFEC000,0x80004000,No Access
9152,0x00000000,0x7ffe0000,No Access
9152,0x7FFE1000,0xa000,No Access
9152,0x7FFEC000,0x80004000,No Access
8816,0x00000000,0x7ffe0000,No Access
8816,0x7FFE1000,0xa000,No Access
8816,0x7FFEC000,0x80004000,No Access
8804,0x00000000,0x7ffe0000,No Access
8804,0x7FFE1000,0xa000,No Access
8804,0x7FFEC000,0x80004000,No Access
3100,0x00000000,0x7ffe0000,No Access
3100,0x7FFE1000,0xa000,No Access
3100,0x7FFEC000,0x80004000,No Access
3308,0x00000000,0x7ffe0000,No Access
3308,0x7FFE1000,0xa000,No Access
3308,0x7FFEC000,0x80004000,No Access
6688,0x00000000,0x7ffe0000,No Access
6688,0x7FFE1000,0xa000,No Access
6688,0x7FFEC000,0x80004000,No Access
5656,0x00000000,0x7ffe0000,No Access
5656,0x7FFE1000,0xa000,No Access
5656,0x7FFEC000,0x80004000,No Access
9160,0x00000000,0x7ffe0000,No Access
9160,0x7FFE1000,0xa000,No Access
9160,0x7FFEC000,0x80004000,No Access
7748,0x00000000,0x7ffe0000,No Access
7748,0x7FFE1000,0xa000,No Access
7748,0x7FFEC000,0x80004000,No Access
6236,0x00000000,0x7ffe0000,No Access
6236,0x7FFE1000,0xa000,No Access
6236,0x7FFEC000,0x80004000,No Access
8080,0x00000000,0x7ffe0000,No Access
8080,0x7FFE1000,0xa000,No Access
8080,0x7FFEC000,0x80004000,No Access
2364,0x00000000,0x7ffe0000,No Access
2364,0x7FFE1000,0xa000,No Access
2364,0x7FFEC000,0x80004000,No Access
2144,0x00000000,0x7ffe0000,No Access
2144,0x7FFE1000,0xa000,No Access
2144,0x7FFEC000,0x80004000,No Access
1672,0x00000000,0x7ffe0000,No Access
1672,0x7FFE1000,0xa000,No Access
1672,0x7FFEC000,0x80004000,No Access
4524,0x00000000,0x7ffe0000,No Access
4524,0x7FFE1000,0xa000,No Access
4524,0x7FFEC000,0x80004000,No Access
3092,0x00000000,0x7ffe0000,No Access
3092,0x7FFE1000,0xa000,No Access
3092,0x7FFEC000,0x80004000,No Access
5400,0x00000000,0x7ffe0000,No Access
5400,0x7FFE1000,0xa000,No Access
5400,0x7FFEC000,0x80004000,No Access
8668,0x00000000,0x7ffe0000,No Access
8668,0x7FFE1000,0xa000,No Access
8668,0x7FFEC000,0x80004000,No Access
7900,0x00000000,0x7ffe0000,No Access
7900,0x7FFE1000,0xa000,No Access
7900,0x7FFEC000,0x80004000,No Access
3944,0x00000000,0x7ffe0000,No Access
3944,0x7FFE1000,0xa000,No Access
3944,0x7FFEC000,0x80004000,No Access
7764,0x00000000,0x7ffe0000,No Access
7764,0x7FFE1000,0xa000,No Access
7764,0x7FFEC000,0x80004000,No Access
1656,0x00000000,0x7ffe0000,No Access
1656,0x7FFE1000,0xa000,No Access
1656,0x7FFEC000,0x80004000,No Access
6804,0x00000000,0x7ffe0000,No Access
6804,0x7FFE1000,0xa000,No Access
6804,0x7FFEC000,0x80004000,No Access
6748,0x00000000,0x7ffe0000,No Access
6748,0x7FFE1000,0xa000,No Access
6748,0x7FFEC000,0x80004000,No Access
6364,0x00000000,0x7ffe0000,No Access
6364,0x7FFE1000,0xa000,No Access
6364,0x7FFEC000,0x80004000,No Access
6456,0x00000000,0x7ffe0000,No Access
6456,0x7FFE1000,0xa000,No Access
6456,0x7FFEC000,0x80004000,No Access
7116,0x00000000,0x7ffe0000,No Access
7116,0x7FFE1000,0xa000,No Access
7116,0x7FFEC000,0x80004000,No Access
6900,0x00000000,0x7ffe0000,No Access
6900,0x7FFE1000,0xa000,No Access
6900,0x7FFEC000,0x80004000,No Access
8176,0x00000000,0x7ffe0000,No Access
8176,0x7FFE1000,0xa000,No Access
8176,0x7FFEC000,0x80004000,No Access
3120,0x00000000,0x7ffe0000,No Access
3120,0x7FFE1000,0xa000,No Access
3120,0x7FFEC000,0x80004000,No Access
8068,0x00000000,0x7ffe0000,No Access
8068,0x7FFE1000,0xa000,No Access
8068,0x7FFEC000,0x80004000,No Access
6756,0x00000000,0x7ffe0000,No Access
6756,0x7FFE1000,0xa000,No Access
6756,0x7FFEC000,0x80004000,No Access
10552,0x00000000,0x7ffe0000,No Access
10552,0x7FFE1000,0xa000,No Access
10552,0x7FFEC000,0x80004000,No Access
10832,0x00000000,0x7ffe0000,No Access
10832,0x7FFE1000,0xa000,No Access
10832,0x7FFEC000,0x80004000,No Access
7880,0x00000000,0x7ffe0000,No Access
7880,0x7FFE1000,0xa000,No Access
7880,0x7FFEC000,0x80004000,No Access
8052,0x00000000,0x7ffe0000,No Access
8052,0x7FFE1000,0xa000,No Access
8052,0x7FFEC000,0x80004000,No Access
3008,0x00000000,0x7ffe0000,No Access
3008,0x7FFE1000,0xa000,No Access
3008,0x7FFEC000,0x80004000,No Access
3488,0x00000000,0x2f4d0000,No Access
3488,0x2F4D1000,0xf000,No Access
3488,0x2F4E1000,0xf000,No Access
3488,0x2F4F1000,0x50aef000,No Access
3488,0x7FFE1000,0xa000,No Access
3488,0x7FFEC000,0x80004000,No Access
5204,0x00000000,0x7ffe0000,No Access
5204,0x7FFE1000,0xa000,No Access
5204,0x7FFEC000,0x80004000,No Access
10064,0x00000000,0x7ffe0000,No Access
10064,0x7FFE1000,0xa000,No Access
10064,0x7FFEC000,0x80004000,No Access
10420,0x00000000,0x7ffe0000,No Access
10420,0x7FFE1000,0xa000,No Access
10420,0x7FFEC000,0x80004000,No Access
11668,0x00000000,0x7ffe0000,No Access
11668,0x7FFE1000,0xa000,No Access
11668,0x7FFEC000,0x80004000,No Access
7412,0x00000000,0x7ffe0000,No Access
7412,0x7FFE1000,0xa000,No Access
7412,0x7FFEC000,0x80004000,No Access
11488,0x00000000,0x7ffe0000,No Access
11488,0x7FFE1000,0xa000,No Access
11488,0x7FFEC000,0x80004000,No Access
12104,0x00000000,0x7ffe0000,No Access
12104,0x7FFE1000,0xa000,No Access
12104,0x7FFEC000,0x80004000,No Access
6924,0x00000000,0x7ffe0000,No Access
6924,0x7FFE1000,0xa000,No Access
6924,0x7FFEC000,0x80004000,No Access
9824,0x00000000,0x7ffe0000,No Access
9824,0x7FFE1000,0xa000,No Access
9824,0x7FFEC000,0x80004000,No Access
7132,0x00000000,0x7ffe0000,No Access
7132,0x7FFE1000,0xa000,No Access
7132,0x7FFEC000,0x80004000,No Access
9988,0x00000000,0x77360000,No Access
9988,0x7736A000,0x8c76000,No Access
9988,0x7FFE1000,0xa000,No Access
9988,0x7FFEC000,0x80004000,No Access
10808,0x00000000,0x7ffe0000,No Access
10808,0x7FFE1000,0xa000,No Access
10808,0x7FFEC000,0x80004000,No Access
11560,0x00000000,0x7ffe0000,No Access
11560,0x7FFE1000,0xa000,No Access
11560,0x7FFEC000,0x80004000,No Access
9976,0x00000000,0x7ffe0000,No Access
9976,0x7FFE1000,0xa000,No Access
9976,0x7FFEC000,0x80004000,No Access
2640,0x00000000,0x7ffe0000,No Access
2640,0x7FFE1000,0xa000,No Access
2640,0x7FFEC000,0x80004000,No Access
9200,0x00000000,0x7ffe0000,No Access
9200,0x7FFE1000,0xa000,No Access
9200,0x7FFEC000,0x80004000,No Access
7528,0x00000000,0x7ffe0000,No Access
7528,0x7FFE1000,0xa000,No Access
7528,0x7FFEC000,0x80004000,No Access
3852,0x00000000,0x7ffe0000,No Access
3852,0x7FFE1000,0xa000,No Access
3852,0x7FFEC000,0x80004000,No Access
5372,0x00000000,0x7ffe0000,No Access
5372,0x7FFE1000,0xa000,No Access
5372,0x7FFEC000,0x80004000,No Access
12856,0x00000000,0x7ffe0000,No Access
12856,0x7FFE1000,0xa000,No Access
12856,0x7FFEC000,0x80004000,No Access
4940,0x00000000,0xc40000,No Access
4940,0x00C8D000,0xf3000,No Access
4940,0x00D91000,0xf000,No Access
4940,0x00DCF000,0x1000,No Access
4940,0x00DD4000,0xc000,No Access
4940,0x00DE1000,0xf000,No Access
4940,0x00DF2000,0xe000,No Access
4940,0x01151000,0xf000,No Access
4940,0x01171000,0xf000,No Access
4940,0x01183000,0xd000,No Access
4940,0x0119D000,0x3000,No Access
4940,0x011B1000,0xf000,No Access
4940,0x011C3000,0xd000,No Access
4940,0x011D8000,0x8000,No Access
4940,0x011E3000,0xd000,No Access
4940,0x012BE000,0x2000,No Access
4940,0x012D1000,0xf000,No Access
4940,0x012E2000,0xe000,No Access
4940,0x01311000,0xf000,No Access
4940,0x01322000,0xe000,No Access
4940,0x01431000,0xf000,No Access
4940,0x01448000,0x8000,No Access
4940,0x01451000,0xf000,No Access
4940,0x015C0000,0x140000,No Access
4940,0x01881000,0xf000,No Access
4940,0x02EC1000,0xf000,No Access
4940,0x02F01000,0xf000,No Access
4940,0x02F11000,0xf000,No Access
4940,0x055FA000,0x6000,No Access
4940,0x05611000,0xf000,No Access
4940,0x05621000,0xf000,No Access
4940,0x05637000,0x9000,No Access
4940,0x05651000,0xf000,No Access
4940,0x0567E000,0x2000,No Access
4940,0x05681000,0xf000,No Access
4940,0x056D6000,0xa000,No Access
4940,0x056E8000,0x8000,No Access
4940,0x05705000,0xb000,No Access
4940,0x05730000,0x80000,No Access
4940,0x058D8000,0x8000,No Access
4940,0x059E0000,0x200000,No Access
4940,0x05DB0000,0x140000,No Access
4940,0x05F10000,0x40000,No Access
4940,0x05F81000,0xf000,No Access
4940,0x060A0000,0x40000,No Access
4940,0x06128000,0x148000,No Access
4940,0x06271000,0xf000,No Access
4940,0x06290000,0x140000,No Access
4940,0x0651A000,0x6000,No Access
4940,0x06660000,0x140000,No Access
4940,0x067B0000,0x180000,No Access
4940,0x06941000,0xf000,No Access
4940,0x06981000,0xf000,No Access
4940,0x069A8000,0x8000,No Access
4940,0x069C0000,0x100000,No Access
4940,0x06B08000,0x8000,No Access
4940,0x06B21000,0xf000,No Access
4940,0x06C32000,0xe000,No Access
4940,0x07080000,0x140000,No Access
4940,0x07200000,0x140000,No Access
4940,0x07360000,0x10000,No Access
4940,0x07380000,0x40000,No Access
4940,0x07840000,0x64c40000,No Access
4940,0x6C7DB000,0x5000,No Access
4940,0x6D001000,0xf000,No Access
4940,0x6D2E2000,0xe000,No Access
4940,0x6D45E000,0x62000,No Access
4940,0x6E35D000,0x3000,No Access
4940,0x6E501000,0xf000,No Access
4940,0x6E749000,0x7000,No Access
4940,0x6EBD8000,0x8000,No Access
4940,0x6EC27000,0x9000,No Access
4940,0x6EC38000,0x8000,No Access
4940,0x6ED1C000,0x4000,No Access
4940,0x6ED4E000,0x2000,No Access
4940,0x6ED62000,0xe000,No Access
4940,0x6EE69000,0x7000,No Access
4940,0x6F5DC000,0xac4000,No Access
4940,0x701A5000,0xb000,No Access
4940,0x701BA000,0x6000,No Access
4940,0x701D7000,0x9000,No Access
4940,0x701F6000,0xa000,No Access
4940,0x702BC000,0x4000,No Access
4940,0x702E4000,0xc000,No Access
4940,0x702F5000,0xb000,No Access
4940,0x70308000,0x8000,No Access
4940,0x70B27000,0x9000,No Access
4940,0x7154D000,0x3000,No Access
4940,0x7160C000,0x4000,No Access
4940,0x7168E000,0x2000,No Access
4940,0x72AD8000,0x8000,No Access
4940,0x72AF5000,0xb000,No Access
4940,0x72BB3000,0xd000,No Access
4940,0x7337C000,0x4000,No Access
4940,0x73408000,0x9d8000,No Access
4940,0x73DFF000,0x1000,No Access
4940,0x73E65000,0xb000,No Access
4940,0x73EB5000,0xb000,No Access
4940,0x73F2D000,0x3000,No Access
4940,0x73F45000,0x8b000,No Access
4940,0x74021000,0xf000,No Access
4940,0x740AF000,0x61000,No Access
4940,0x74165000,0xeb000,No Access
4940,0x7425B000,0x105000,No Access
4940,0x7438B000,0x95000,No Access
4940,0x74433000,0xd000,No Access
4940,0x74459000,0x7000,No Access
4940,0x7457A000,0x6000,No Access
4940,0x74592000,0xe000,No Access
4940,0x745AB000,0x15000,No Access
4940,0x745C8000,0x8000,No Access
4940,0x745E4000,0x22c000,No Access
4940,0x748D7000,0x9000,No Access
4940,0x74FCE000,0x2000,No Access
4940,0x75049000,0x17000,No Access
4940,0x752DC000,0x4000,No Access
4940,0x753E0000,0x60000,No Access
4940,0x7545A000,0x446000,No Access
4940,0x7595A000,0x6000,No Access
4940,0x75B0A000,0x6000,No Access
4940,0x75D89000,0x7000,No Access
4940,0x75E94000,0x2c000,No Access
4940,0x75F5C000,0x4000,No Access
4940,0x765FB000,0x5000,No Access
4940,0x7665F000,0x1000,No Access
4940,0x76757000,0x219000,No Access
4940,0x76976000,0xa000,No Access
4940,0x769A3000,0xd000,No Access
4940,0x76A72000,0xe000,No Access
4940,0x76A9A000,0x6000,No Access
4940,0x76B26000,0xda000,No Access
4940,0x76CC4000,0xc000,No Access
4940,0x76D52000,0xe000,No Access
4940,0x76E72000,0xe000,No Access
4940,0x76FD5000,0xb000,No Access
4940,0x77043000,0xd000,No Access
4940,0x77132000,0xe000,No Access
4940,0x7718B000,0x5000,No Access
4940,0x771B5000,0x12b000,No Access
4940,0x7735F000,0x1000,No Access
4940,0x7736A000,0x6000,No Access
4940,0x77522000,0x8abe000,No Access
4940,0x7FFE1000,0xa000,No Access
4940,0x7FFEC000,0x4000,No Access
6648,0x00000000,0x7ffe0000,No Access
6648,0x7FFE1000,0xa000,No Access
6648,0x7FFEC000,0x80004000,No Access
220,0x00000000,0x10000,No Access
220,0x00021000,0xf000,No Access
220,0x0005F000,0x1000,No Access
220,0x000A4000,0xc000,No Access
220,0x000B2000,0xe000,No Access
220,0x000D1000,0xf000,No Access
220,0x000F1000,0xf000,No Access
220,0x00103000,0xd000,No Access
220,0x0011D000,0x3000,No Access
220,0x00131000,0xf000,No Access
220,0x00143000,0xd000,No Access
220,0x00158000,0x8000,No Access
220,0x00163000,0xd000,No Access
220,0x00181000,0xf000,No Access
220,0x001A1000,0xf000,No Access
220,0x001B2000,0xe000,No Access
220,0x001C2000,0xe000,No Access
220,0x001D1000,0xf000,No Access
220,0x001E8000,0x8000,No Access
220,0x001F3000,0xd000,No Access
220,0x00808000,0x8000,No Access
220,0x04CDE000,0x2000,No Access
220,0x04D61000,0xf000,No Access
220,0x04D71000,0xf000,No Access
220,0x05AD1000,0xf000,No Access
220,0x06EE1000,0xf000,No Access
220,0x06F71000,0x6f000,No Access
220,0x070F0000,0x90000,No Access
220,0x07190000,0x40000,No Access
220,0x095E0000,0x400000,No Access
220,0x0A187000,0x39000,No Access
220,0x0A36D000,0x3000,No Access
220,0x0BD19000,0x68237000,No Access
220,0x73FB6000,0xa000,No Access
220,0x73FCA000,0x6000,No Access
220,0x74021000,0xf000,No Access
220,0x740AF000,0x1000,No Access
220,0x740BE000,0x2000,No Access
220,0x74105000,0xb000,No Access
220,0x74165000,0xb000,No Access
220,0x74185000,0xb000,No Access
220,0x741FD000,0x3000,No Access
220,0x7423E000,0x1e2000,No Access
220,0x74433000,0x18d000,No Access
220,0x745C8000,0xa08000,No Access
220,0x75049000,0x17000,No Access
220,0x752DC000,0x164000,No Access
220,0x7545A000,0x446000,No Access
220,0x7595A000,0x6000,No Access
220,0x75B0A000,0x6000,No Access
220,0x75D89000,0x137000,No Access
220,0x75F5C000,0x4000,No Access
220,0x765FB000,0x5000,No Access
220,0x7665F000,0x1000,No Access
220,0x76750000,0x220000,No Access
220,0x76976000,0xa000,No Access
220,0x769A3000,0xd000,No Access
220,0x76A72000,0xe000,No Access
220,0x76A9A000,0x6000,No Access
220,0x76B26000,0xda000,No Access
220,0x76CC4000,0x9c000,No Access
220,0x76E72000,0xe000,No Access
220,0x76FD5000,0xb000,No Access
220,0x77043000,0xd000,No Access
220,0x77132000,0xe000,No Access
220,0x7718B000,0x5000,No Access
220,0x771B5000,0x12b000,No Access
220,0x7735F000,0x1000,No Access
220,0x7736A000,0x6000,No Access
220,0x77522000,0x5ade000,No Access
220,0x7D743000,0x289d000,No Access
220,0x7FFE1000,0xa000,No Access
220,0x7FFEC000,0x4000,No Access
12252,0x00000000,0x10000,No Access
12252,0x00021000,0xf000,No Access
12252,0x0005F000,0x1000,No Access
12252,0x000A4000,0xc000,No Access
12252,0x000B2000,0xe000,No Access
12252,0x000D1000,0xf000,No Access
12252,0x000F1000,0xf000,No Access
12252,0x00103000,0xd000,No Access
12252,0x0011D000,0x3000,No Access
12252,0x00131000,0xf000,No Access
12252,0x00143000,0xd000,No Access
12252,0x00158000,0x8000,No Access
12252,0x00163000,0xd000,No Access
12252,0x00191000,0xf000,No Access
12252,0x001B1000,0xf000,No Access
12252,0x001C2000,0xe000,No Access
12252,0x001D2000,0xe000,No Access
12252,0x001E1000,0xf000,No Access
12252,0x001F8000,0x8000,No Access
12252,0x00808000,0x8000,No Access
12252,0x04C13000,0xd000,No Access
12252,0x04C21000,0xf000,No Access
12252,0x04DFE000,0x2000,No Access
12252,0x055C1000,0xf000,No Access
12252,0x069D1000,0xf000,No Access
12252,0x069E1000,0xf000,No Access
12252,0x069F1000,0xf000,No Access
12252,0x06A51000,0xf000,No Access
12252,0x06A61000,0xf000,No Access
12252,0x06A78000,0x8000,No Access
12252,0x06B90000,0x20000,No Access
12252,0x09940000,0x440000,No Access
12252,0x0A480000,0x68660000,No Access
12252,0x72AF5000,0xb000,No Access
12252,0x72BB3000,0xd000,No Access
12252,0x7337C000,0x4000,No Access
12252,0x73408000,0x988000,No Access
12252,0x73DA8000,0x8000,No Access
12252,0x73DD5000,0x17b000,No Access
12252,0x73FB6000,0xa000,No Access
12252,0x73FCA000,0x6000,No Access
12252,0x74021000,0xf000,No Access
12252,0x740AF000,0x1000,No Access
12252,0x740BE000,0x2000,No Access
12252,0x74105000,0xb000,No Access
12252,0x74165000,0xb000,No Access
12252,0x74185000,0xb000,No Access
12252,0x741FD000,0x3000,No Access
12252,0x7423E000,0x1e2000,No Access
12252,0x74433000,0x18d000,No Access
12252,0x745C8000,0xa08000,No Access
12252,0x75049000,0x17000,No Access
12252,0x752DC000,0x164000,No Access
12252,0x7545A000,0x446000,No Access
12252,0x7595A000,0x6000,No Access
12252,0x75B0A000,0x6000,No Access
12252,0x75D89000,0x117000,No Access
12252,0x75EBB000,0x5000,No Access
12252,0x75F5C000,0x4000,No Access
12252,0x765FB000,0x5000,No Access
12252,0x7665F000,0x1000,No Access
12252,0x76750000,0x220000,No Access
12252,0x76976000,0xa000,No Access
12252,0x769A3000,0xdd000,No Access
12252,0x76A9A000,0x6000,No Access
12252,0x76B26000,0xda000,No Access
12252,0x76CC4000,0x9c000,No Access
12252,0x76E72000,0xe000,No Access
12252,0x76FD5000,0xb000,No Access
12252,0x77043000,0xd000,No Access
12252,0x77132000,0xe000,No Access
12252,0x7718B000,0x5000,No Access
12252,0x771B5000,0x12b000,No Access
12252,0x7735F000,0x1000,No Access
12252,0x7736A000,0x6000,No Access
12252,0x77522000,0x5ade000,No Access
12252,0x7D743000,0x289d000,No Access
12252,0x7FFE1000,0xa000,No Access
12252,0x7FFEC000,0x4000,No Access
12644,0x00000000,0x7ffe0000,No Access
12644,0x7FFE1000,0xa000,No Access
12644,0x7FFEC000,0x80004000,No Access
3936,0x00000000,0x10000,No Access
3936,0x00021000,0xf000,No Access
3936,0x0005F000,0x1000,No Access
3936,0x000A4000,0xc000,No Access
3936,0x000B2000,0xe000,No Access
3936,0x000D1000,0xf000,No Access
3936,0x000F1000,0xf000,No Access
3936,0x00103000,0xd000,No Access
3936,0x0011D000,0x3000,No Access
3936,0x00131000,0xf000,No Access
3936,0x00143000,0xd000,No Access
3936,0x00158000,0x8000,No Access
3936,0x00163000,0xd000,No Access
3936,0x00181000,0xf000,No Access
3936,0x001A1000,0xf000,No Access
3936,0x001B2000,0xe000,No Access
3936,0x001C2000,0xe000,No Access
3936,0x001D1000,0xf000,No Access
3936,0x001E8000,0x8000,No Access
3936,0x001F3000,0xd000,No Access
3936,0x00808000,0x8000,No Access
3936,0x04CDE000,0x2000,No Access
3936,0x04D61000,0xf000,No Access
3936,0x04DC1000,0xf000,No Access
3936,0x04F61000,0xf000,No Access
3936,0x06AB1000,0xf000,No Access
3936,0x06B41000,0xf000,No Access
3936,0x06B51000,0xf000,No Access
3936,0x06BF1000,0xf000,No Access
3936,0x06C08000,0x8000,No Access
3936,0x0A060000,0x68a80000,No Access
